,FIPS,State,County,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Z-Score,Years of Potential Life Lost Rate (Black),Years of Potential Life Lost Rate (Hispanic),Years of Potential Life Lost Rate (White),% Fair/Poor,95% CI - Low.1,95% CI - High.1,Z-Score.1,Physically Unhealthy Days,95% CI - Low.2,95% CI - High.2,Z-Score.2,Mentally Unhealthy Days,95% CI - Low.3,95% CI - High.3,Z-Score.3,Unreliable,% LBW,95% CI - Low.4,95% CI - High.4,Z-Score.4,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,95% CI - Low.5,95% CI - High.5,Z-Score.5,% Obese,95% CI - Low.6,95% CI - High.6,Z-Score.6,Food Environment Index,Z-Score.7,% Physically Inactive,95% CI - Low.7,95% CI - High.7,Z-Score.8,% With Access,Z-Score.9,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Z-Score.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,95% CI - Low.9,95% CI - High.9,Z-Score.11,# Chlamydia Cases,Chlamydia Rate,Z-Score.12,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Z-Score.13,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,95% CI - Low.11,95% CI - High.11,Z-Score.14,# Primary Care Physicians,PCP Rate,PCP Ratio,Z-Score.15,# Dentists,Dentist Rate,Dentist Ratio,Z-Score.16,# Mental Health Providers,MHP Rate,MHP Ratio,Z-Score.17,# Medicare Enrollees,Preventable Hosp. Rate,95% CI - Low.12,95% CI - High.12,Z-Score.18,# Diabetics,% Receiving HbA1c,95% CI - Low.13,95% CI - High.13,Z-Score.19,% Receiving HbA1c (Black),% Receiving HbA1c (White),# Medicare Enrollees.1,% Mammography,95% CI - Low.14,95% CI - High.14,Z-Score.20,% Mammography (Black),% Mammography (White),Cohort Size,Graduation Rate,Z-Score.21,# Some College,Population,% Some College,95% CI - Low.15,95% CI - High.15,Z-Score.22,# Unemployed,Labor Force,% Unemployed,Z-Score.23,% Children in Poverty,95% CI - Low.16,95% CI - High.16,Z-Score.24,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Z-Score.25,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low.17,95% CI - High.17,Z-Score.26,# Associations,Association Rate,Z-Score.27,# Violent Crimes,Violent Crime Rate,Z-Score.28,# Injury Deaths,Injury Death Rate,95% CI - Low.18,95% CI - High.18,Z-Score.29,Average Daily PM2.5,Z-Score.30,Presence of violation,Z-Score.31,# Households with Severe Problems,% Severe Housing Problems,95% CI - Low.19,95% CI - High.19,Z-Score.32,% Drive Alone,95% CI - Low.20,95% CI - High.20,Z-Score.33,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low.21,95% CI - High.21,Z-Score.34,FIPS,State,County,# Deaths,Age-Adjusted Mortality,95% CI - Low,95% CI - High,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,95% CI - Low.1,95% CI - High.1,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,95% CI - Low.2,95% CI - High.2,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,95% CI - Low.3,95% CI - High.3,% Frequent Mental Distress,95% CI - Low.4,95% CI - High.4,% Diabetic,95% CI - Low.5,95% CI - High.5,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Range Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,95% CI - Low.6,95% CI - High.6,% Insufficient Sleep,95% CI - Low.7,95% CI - High.7,# Uninsured,% Uninsured,95% CI - Low.8,95% CI - High.8,# Uninsured.1,% Uninsured.1,95% CI - Low.9,95% CI - High.9,Costs,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,95% CI - Low.10,95% CI - High.10,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,95% CI - Low.11,95% CI - High.11,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low.12,95% CI - High.12,Population,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,95% CI - Low.13,95% CI - High.13,% Female,# Rural,% Rural
0,37000,North Carolina,,7281.1272484,7221.0122583,7341.2422385,,,,,17.565970066,16.439338049,18.752485666,,3.5683603874,3.3275962848,3.8091244901,,3.9173984356,3.650855847,4.1839410242,,,8.9865012233,8.9,9.0,,,,,17.879854756,16.694583024,19.129953506,,29.6,,,,6.4,,24.3,,,,76.123883814,,16.69451425,15.531792042,17.925806682,,2105,6702,31.408534766,30.814346377,32.004034289,,64376,647.4,,29.202524026,29.0,29.4,,,,,1080102,12.989696896,12.751399024,13.227994768,,7087.0,70.56796,1417:1,,5549.0,54.68726,1829:1,,21868.0,215.51648,464:1,,720783.0,48.99,48.48,49.5,,131556,88.84581471,88.336461288,89.355168132,,0.8770078017,0.8919148936,87790,67.922314614,67.377134777,68.467494451,,66.690111127,68.160441472,109787.0,86.106273967,,1709123,2602144,65.681338158,65.288838382,66.073837934,,246377,4875712,5.0531491606,,21.7,20.985106383,22.414893617,,,,,96815,20356,4.7560915701,,809382,2264467,35.742715615,35.245050255,36.240380975,,11500,11.450987483,,33643.666667,341.62831242,,33802,67.966004612,67.2,68.7,,9.05,,,,619445,16.551570268,16.38483438,16.718306155,,81.139139339,80.914111202,81.364167477,,,,,3609146,31.3,31.061702128,31.538297872,,37000,North Carolina,,127164,367.5,365.5,369.6,,,,5306.0,57.910325653,56.4,59.5,,,,6056.0,7.1527615376,7.0,7.3,,,,11.253977311,10.348125584,12.228309446,12.333238817,11.313869725,13.430543313,11.1,,,29814.0,354.9,1659050,16.5,642652.34504,6.7395888078,4881.0,16.197890232,19.6947,9429.0,13.679973721,13.4,14.0,33.800530775,32.370732453,35.260555592,982155,16.206629974,15.849183165,16.564076782,109227,4.6121222383,4.2546754298,4.9695690468,9284.86,102.54477000000001,975:1,14.998799191,50595,50249.468085,50940.531915,,,,57.3541912,50.261867907,44.852256399,5.8628458805,5.7,6.0,6302.0,12.671491659,12.4,13.0,10146788,22.654656823,15.467604132,2172581,21.411514659,158476,1.5618341489,296542,2.9225209002,12623,0.1244039,932221,9.1873507163,6447335,63.540649514,243325,2.6066249678,2.5488644652,2.6643854705,51.384103028,3233727,33.912566359
1,37001,North Carolina,Alamance,7804.3319075,7294.7136692,8313.9501459,-0.273243983,12252.03691,3234.7264931,7222.506492,19.646202005,19.083893388,20.245939433,0.2657031912,3.8126944106,3.6670051401,3.959946041,-0.307531432,4.2849389401,4.1248052434,4.4444342272,0.2481729674,,9.549390635,9.0,10.1,0.2094038175,14.511873351,8.0834914611,8.1163194444,18.790764744,18.166339565,19.410496132,0.0128283394,32.9,28.3,37.7,0.3673491542,7.1,0.1172880615,25.9,22.2,30.1,-0.256396962,85.653505899,-0.918566003,15.6852307,15.098392096,16.264701181,-0.191390763,21,84,25.0,19.401497238,30.866765195,-0.417217396,1086,697.1,0.5855566667,27.051799737,25.4,28.7,-0.695588766,35.742035742,53.455907388,19.103600294,18182,14.144132931,12.833494633,15.454771229,0.0412959576,76.0,48.01739,2083:1,0.1975210258,73.0,45.71414,2188:1,-0.165642044,201.0,125.87045,794:1,0.2317297095,8476.5,49.63,44.95,54.3,-0.305648109,1426,88.499298738,83.616529236,93.38206824,-0.076620422,86.879432624,88.898601399,948,67.827004219,62.584325786,73.069682653,-0.143435196,69.594594595,67.5,1835.0,82.611989101,0.6975212534,23220,37862,61.327980561,58.372154855,64.283806267,-0.424439507,3737,78973,4.7319970116,-0.767223925,23.8,19.74893617,27.85106383,-0.320349949,41.039156627,41.630069749,17.094565682,88234,18896,4.6694538527,-0.082843464,13969,35474,39.3781361,35.783621433,42.972650766,0.1431019289,166,10.488008289,0.7225515882,615.0,396.39484794,0.808621875,540,69.048940355,63.2,74.9,-0.572929179,9.3,0.4076579831,No,-0.714142843,10510,17.216807273,15.888605411,18.545009135,0.2841854937,84.392966318,83.348640902,85.437291734,0.598932219,83.030642451,69.953596288,86.485362812,60184,31.3,29.561078525,33.038921475,-0.250801262,37001,North Carolina,Alamance,2167,392.7,375.7,409.6,550.1,145.2,374.2,90.0,62.93046184,50.6,77.4,102.54374649,47.453337551,55.22449399,103.0,8.2844044076,6.7,9.9,14.722536806,,7.4119827054,11.931607797,11.623045309,12.278495742,12.947804454,12.656454438,13.2422353,11.6,9.5,13.9,384.0,289.7,23900,15.4,15144.457057,10.020748263,56.0,11.82043077,7.0,128.0,11.781208237,9.7,13.8,33.320373975,32.484112174,34.207847863,16682,17.907595861,16.120361818,19.694829903,1681,4.5094830593,3.3179936976,5.700972421,9124.72,60.743449999999996,1646:1,12.76,46060,43019.319149,49100.680851,33289.0,33759.0,48351.0,58.101506036,42.314389935,37.358247111,4.509993778,3.3,6.0,87.0,11.124551502,8.9,13.7,159688,22.5639998,16.678147387,30793,19.283227293,2278,1.4265317369,2544,1.5931065578,140,0.0876709584,20069,12.567631882,103147,64.59283102,4839,3.2880342461,2.8523283162,3.7237401761,52.476704574,43160,28.558005968
2,37003,North Carolina,Alexander,7333.9541267,6388.0472985,8279.8609549,-0.575045119,6239.167125,,7573.0032891,17.296722571,16.591723115,18.009708003,-0.404187444,3.8940746189,3.7123640024,4.0923724364,-0.101655456,4.1979101674,4.0195887947,4.4124519423,-0.042510926,,8.1418782749,7.1,9.2,-0.75386488,12.621359223,,8.4072863148,18.584599128,17.781863996,19.408173274,-0.080888505,32.2,26.6,39.2,0.1868969381,8.0,-0.917192641,29.4,23.2,35.6,0.7330069708,19.334372816,2.5812666793,16.734544239,15.97809601,17.5364523,0.3627165315,8,31,25.806451613,16.397630139,35.823780928,-0.339249531,72,192.6,-1.208872825,32.192614635,28.1,36.3,-0.211390911,24.813895782,32.0,32.115869018,3378,11.706809912,10.157873741,13.255746082,-1.052355951,7.0,18.75419,5332:1,1.1649710288,7.0,18.70258,5347:1,0.8795397038,13.0,34.73335,2879:1,1.0126411782,3077.3,46.61,38.86,54.36,-0.508763367,626,89.616613419,82.200725306,97.032501531,-0.295814043,91.489361702,89.464594128,356,66.292134831,57.834244008,74.750025655,0.1433962869,78.947368421,65.578635015,422.0,87.0,-0.336060177,4031,9055,44.516841524,38.588093955,50.445589093,1.4111715189,767,17910,4.2825237298,-1.146900831,23.0,17.995744681,28.004255319,-0.43163087,33.146067416,74.022346369,24.870140091,79998,16935,4.723826395,0.013477415,2410,7946,30.329725648,23.499686869,37.159764427,-0.838277361,60,16.075016745,-0.751894472,48.333333333,130.3792688,-0.968030048,159,85.516974313,72.2,98.8,0.4115448058,9.6,0.8264846781,No,-0.714142843,1855,13.520408163,10.933495765,16.107320562,-1.04106068,87.284863556,83.665182651,90.904544461,1.3521103142,,,,13338,36.0,31.806025146,40.193974854,0.2428193119,37003,North Carolina,Alexander,569,395.7,361.4,430.0,289.1,,410.0,10.0,32.10375935,15.4,59.0,,,,,,,,,,,11.932488028,11.524857868,12.318871271,12.732454506,12.377919081,13.088855779,11.9,8.9,15.7,51.0,159.7,5070,13.6,1098.8583672,2.9540791634,29.0,25.859378483,11.0,50.0,19.215027689,14.3,25.3,33.017130088,31.880378121,34.139627482,3038,14.293107504,12.267575589,16.318639419,375,4.6857428464,3.2559556124,6.1155300805,9301.72,29.38976,3403:1,15.7,46385,41210.361702,51559.638298,34306.0,31399.0,41688.0,54.248623131,48.053047112,39.255032783,4.6116066453,2.4,8.1,32.0,17.210963384,11.8,24.3,37428,20.463289516,20.014427701,2095,5.597413701,197,0.5263439136,424,1.1328417228,16,0.0427487443,1740,4.6489259378,32541,86.942930426,283,0.8004978361,0.1171786471,1.4838170251,49.198461045,27072,72.77810635
3,37005,North Carolina,Alleghany,8720.0505453,6503.9265503,10936.17454,0.3142942385,,,,18.872384428,18.07336754,19.668939194,0.0450699989,4.0044298443,3.7984877876,4.214058196,0.1775216322,4.2560637038,4.0368327249,4.472598823,0.1517270924,,8.4210526316,6.3,10.5,-0.562804448,,,,18.515208358,17.658302167,19.319074744,-0.112431515,28.3,22.3,35.1,-0.818479694,8.2,-1.147077242,26.0,19.3,32.9,-0.228128278,67.064096818,0.0624453345,14.829017046,14.145002011,15.490666876,-0.643528483,2,9,22.222222222,5.8854755769,42.287215585,-0.685773379,23,211.4,-1.142004095,41.43126177,33.2,51.0,0.6587694074,,78.189300412,38.079470199,1466,18.215705765,16.071024914,20.360386616,1.8682525674,13.0,119.9594,834:1,-2.180902935,2.0,18.43658,5424:1,0.8898321711,24.0,221.23894,452:1,-0.585438646,1311.8,68.01,53.88,82.13,0.9305301823,245,91.428571429,79.455267791,100.0,-0.651282062,,,153,68.62745098,55.500638234,81.754263726,-0.293020127,,,103.0,87.5,-0.45383352,1044,2142,48.739495798,40.571984036,56.90700756,0.9500992067,248,4461,5.5592916386,-0.068395591,34.7,26.240425532,43.159574468,1.1958525904,,65.363128492,23.575638507,74509,17197,4.3326743037,-0.679447944,730,1954,37.35926305,23.044989754,51.673536347,-0.075862519,16,14.764233644,-0.405970711,15.0,137.47594171,-0.920633134,45,82.674995407,60.3,110.6,0.2416487329,8.3,-0.988431,No,-0.714142843,645,13.578947368,9.3799435915,17.777951145,-1.020072995,79.995385325,75.172418292,84.818352359,-0.546392598,,,,3467,32.2,25.67611971,38.72388029,-0.156278173,37005,North Carolina,Alleghany,196,426.6,359.4,493.7,,,,,,,,,,,,,,,,,,12.502626757,12.048980266,12.969970928,13.207631638,12.806120365,13.628803205,13.0,9.5,17.5,,,1430,13.1,199.20094999,1.7857548184,,,12.0,14.0,18.267938463,10.0,30.7,32.523787912,31.297337836,33.711512721,1311,21.310143043,18.569717511,24.050568575,172,8.5317460317,6.0296183722,11.033873691,9731.58,55.30973,1808:1,30.3,35965,31575.553191,40354.446809,38074.0,18997.0,39468.0,83.445040214,57.683220208,35.558599054,,,,10.0,18.372221202,8.8,33.8,10848,17.809734513,25.525442478,164,1.51179941,62,0.5715339233,78,0.7190265487,4,0.0368731563,1040,9.587020649,9439,87.011430678,129,1.241220052,0.0023298753,2.4801102286,50.258112094,11155,100.0
4,37007,North Carolina,Anson,10502.329977,8977.1306955,12027.529259,1.4578303038,12647.222997,,8820.9984142,22.883107892,22.151577519,23.643989854,1.1886195228,4.315785837,4.1713925957,4.4734955443,0.9651912622,4.3125344431,4.1655124042,4.4709290326,0.3403444183,,11.277777778,9.8,12.7,1.3922717471,14.171656687,,7.9432624113,21.851701099,21.102308784,22.640761394,1.4042402636,34.6,27.9,42.0,0.8055902504,6.3,1.0368264639,28.9,22.7,35.3,0.5916635518,59.978477067,0.4363718686,14.799763046,14.219705352,15.42988145,-0.658976539,5,26,19.230769231,9.5588809904,30.62873977,-0.974987514,198,768.5,0.839515568,46.230049532,40.5,51.9,1.1107527578,58.879392213,75.268817204,24.040920716,2569,13.671438455,11.884204412,15.458672497,-0.170806916,11.0,42.70352,2342:1,0.3731990007,6.0,23.577489999999997,4241:1,0.6909104042,22.0,86.4508,1157:1,0.5694983671,2190.0,60.03,50.26,69.8,0.3938216532,524,87.595419847,79.581755886,95.609083809,0.1007015895,84.279475983,90.169491525,263,60.456273764,51.059064784,69.853482744,1.2339833417,61.206896552,59.863945578,275.0,85.0,0.1350331975,3138,6916,45.373048005,39.27150797,51.474588039,1.3176821929,621,10777,5.7622715041,0.1030645832,35.8,26.506382979,45.093617021,1.3488638558,43.276374443,62.692307692,12.198721102,70318,14522,4.8421704999,0.2231238241,2384,5210,45.75815739,37.795037452,53.721277328,0.8350710647,29,11.258201017,0.5192929673,119.0,513.64689294,1.5917191355,102,78.774211486,63.5,94.1,0.0084563374,9.5,0.6868757797,No,-0.714142843,1580,16.544502618,13.269189564,19.819815672,0.0431484343,84.627016129,81.780984846,87.473047412,0.6598891536,77.823288473,,89.932258818,8395,39.4,33.865022125,44.934977875,0.5999065353,37007,North Carolina,Anson,471,507.6,460.0,555.2,574.3,,458.6,20.0,96.251022667,58.8,148.7,,,,,,,,,,,13.925666901,13.556741475,14.322929804,13.832081488,13.529263486,14.174890312,14.2,10.8,17.9,90.0,407.2,5880,22.5,979.33157662,3.6341530972,,,6.0,41.0,22.39935315,16.1,30.4,37.302080171,36.315422124,38.363946315,2353,17.017429667,14.515302007,19.519557326,236,4.5202068569,3.0904196229,5.949994091,9516.56,15.71833,6362:1,24.51,35809,31329.0,40289.0,27027.0,28750.0,44954.0,99.00990099,24.085094461,23.930165192,12.019165105,7.5,18.2,24.0,18.535108585,11.9,27.6,25448,19.549669915,17.066174159,12326,48.436026407,221,0.8684375982,277,1.0884941842,17,0.0668028922,1034,4.0631876768,11367,44.667557372,204,0.8296392696,0.2380596954,1.4212188438,47.386828041,21157,78.510464598
5,37009,North Carolina,Ashe,8309.8535806,6919.0392963,9700.6678649,0.0511059782,,,,16.619604132,15.895118019,17.326848271,-0.597249487,3.8176905895,3.6106893687,4.0218175538,-0.294892078,4.1241248464,3.8980146199,4.3507991452,-0.288960506,,8.6427267194,7.3,10.0,-0.411095862,,9.1549295775,8.5906040268,16.949774026,16.143795648,17.712478562,-0.824032066,30.0,24.0,36.0,-0.380238598,8.0,-0.917192641,25.3,18.6,32.3,-0.426009065,58.535244309,0.512535005,15.925797201,15.19489045,16.613543376,-0.06435566,5,24,20.833333333,10.557714082,32.675161553,-0.82005137,25,92.2,-1.5659803,38.01231684,32.4,43.6,0.3367492929,,56.547619048,37.290535756,3538,17.332092294,15.306560379,19.357624209,1.4717661143,13.0,48.11251,2078:1,0.1943762678,8.0,29.713269999999998,3366:1,0.4534935712,38.0,141.13801999999998,709:1,0.1009089783,3082.5,67.93,58.63,77.23,0.9251496457,511,92.563600783,84.221686142,100.0,-0.873950929,,,340,65.588235294,56.979693628,74.19677696,0.2749387816,,,222.0,86.0,-0.10051349,3396,6019,56.421332447,48.995523311,63.847141584,0.1113182043,606,12559,4.8252249383,-0.688472879,25.8,18.531914894,33.068085106,-0.042147649,,38.944723618,26.620918126,74590,15707,4.7488380977,0.0577856097,1690,4769,35.437198574,27.130209849,43.744187299,-0.28432723,31,11.472982976,0.4626106811,21.333333333,78.319076814,-1.315727129,102,75.377998492,60.7,90.0,-0.194572351,8.2,-1.128039898,Yes,1.3862772832,1690,14.389101745,11.546639963,17.231563528,-0.729613563,78.799824792,74.384828919,83.214820665,-0.857769501,,,,8995,40.8,34.907244859,46.692755141,0.7469424508,37009,North Carolina,Ashe,423,371.5,332.4,410.7,,,,14.0,70.224719101,38.4,117.8,,,,,,,,,,,11.814746923,11.391274242,12.225112573,12.615128271,12.232881175,12.982824966,12.2,9.2,15.8,13.0,55.4,3870,14.3,625.05569917,2.2911759069,14.0,17.269026767,12.0,28.0,14.756880395,9.8,21.3,31.904914286,30.66880518,33.07326935,3231,20.74611532,18.124838725,23.367391916,342,6.6601752678,4.6346433529,8.6857071827,9610.44,70.56900999999999,1417:1,18.09,39709,35472.06383,43945.93617,,26039.0,38352.0,60.755905512,,57.227652873,,,,23.0,16.99699966,10.8,25.5,26924,18.117664537,24.528301887,182,0.6759768237,87,0.3231317783,151,0.5608379141,12,0.0445699005,1422,5.2815332046,24849,92.293121379,182,0.7079508324,0.1160503305,1.2998513343,50.635121082,23152,84.864924306
6,37011,North Carolina,Avery,7296.5249519,5756.7809697,8836.268934,-0.599060215,,,,17.667823617,16.973938341,18.435548984,-0.298377999,3.9121364252,3.7176768688,4.1095965045,-0.055962627,4.1539980388,3.9478873567,4.3715458695,-0.189181368,,8.7512291052,7.0,10.5,-0.336839355,,,,18.80382958,18.023892173,19.663014572,0.0187672309,27.6,21.7,34.7,-0.998931911,8.3,-1.262019542,25.6,19.1,33.4,-0.341203013,100.0,-1.675667711,17.583103315,16.79693402,18.427437854,0.8108121256,4,12,33.333333333,17.576843349,48.858846561,0.3884505511,17,95.7,-1.553531334,24.466423738,19.8,29.9,-0.939097536,,56.12244898,24.146054181,2052,17.598627787,15.453946936,19.743308638,1.5913633316,6.0,33.919380000000004,2948:1,0.663605116,4.0,22.83626,4379:1,0.719591351,64.0,365.38022,274:1,-1.820518456,2225.3,78.86,66.97,90.75,1.6602654631,319,85.26645768,75.133182412,95.399732948,0.5575949414,,,264,60.984848485,51.564540917,70.405156053,1.1352049882,,,187.0,91.657754011,-1.433178703,2408,4569,52.702998468,45.492647702,59.913349234,0.5173237008,386,7650,5.045751634,-0.502190631,30.2,21.978723404,38.421276596,0.5698974134,,65.151515152,14.698492462,78886,15949,4.9461408239,0.4073071013,742,2692,27.563150074,17.92502285,37.201277299,-1.13833669,35,19.786307875,-1.731327139,24.333333333,138.50941105,-0.913730849,75,84.912709734,66.8,106.4,0.375421322,8.3,-0.988431,No,-0.714142843,1010,14.076655052,10.334919391,17.818390713,-0.841633064,79.393370857,73.928186715,84.858554998,-0.703183823,,,,5078,33.9,27.281064791,40.518935209,0.0222654386,37011,North Carolina,Avery,260,374.0,325.9,422.1,,,,,,,,,,,,,,,,,,12.233760176,11.838068583,12.674897079,12.925494919,12.553581425,13.320522353,12.4,9.2,16.1,31.0,197.4,2360,13.3,31.961860227,0.1795912807,10.0,18.875759749,11.0,11.0,8.8928412628,4.4,15.9,30.920616895,29.831340598,32.114549307,1856,20.526432205,17.786006673,23.266857737,219,7.857911733,5.4749330096,10.240890456,9968.03,62.799730000000004,1592:1,,38098,33392.808511,42803.191489,,19403.0,36435.0,62.157676349,,41.057876913,,,,13.0,14.718203021,7.8,25.2,17516,15.437314455,21.431833752,724,4.1333637817,102,0.5823247317,104,0.5937428637,10,0.05709066,919,5.2466316511,15560,88.83306691,170,1.0025358259,0.2783702874,1.7267013644,45.672527974,15801,88.784626622
7,37013,North Carolina,Beaufort,9575.340951,8457.6031505,10693.078751,0.8630608391,12446.151779,,9154.2820512,18.668692663,18.082259584,19.243196322,-0.013007209,3.9315979198,3.7742228876,4.0848595218,-0.00672886,4.1316093885,3.9601160003,4.2933455246,-0.263961465,,9.7969991174,8.8,10.8,0.3788612993,15.13463324,4.5454545455,7.9932923421,17.995808787,17.358704415,18.65365267,-0.348535332,34.7,28.8,41.4,0.8313691384,7.3,-0.112596539,26.7,21.2,33.1,-0.030247492,60.54356247,0.4065508461,15.577762623,14.984785443,16.153100478,-0.248141051,14,46,30.434782609,22.726943273,38.283177378,0.1082182215,273,573.7,0.1466417028,40.422550393,36.3,44.5,0.5637619242,56.907781968,67.814854682,27.128157156,4939,13.402621367,11.853685197,14.951557537,-0.291427908,23.0,48.26761,2072:1,0.1892485112,17.0,35.769890000000004,2796:1,0.2191392881,51.0,107.30968,932:1,0.3907682881,6282.8,42.56,37.41,47.7,-0.781153034,1156,88.667820069,83.239565958,94.096074181,-0.10968076,87.640449438,89.125,792,72.853535354,66.908987926,78.798082781,-1.082777261,71.264367816,73.300970874,523.0,84.0,0.3705798846,5529,10000,55.29,50.018400935,60.561599065,0.2348485796,1162,20429,5.6879925596,0.0403200309,30.8,22.459574468,39.140425532,0.6533581036,40.783034258,20.559440559,10.974456008,83753,16244,5.1559344989,0.7789562904,3524,10025,35.152119701,29.063952034,41.240287367,-0.315246528,62,13.011269438,0.0566473765,154.33333333,328.74183471,0.3567842177,238,100.11231087,87.4,112.8,1.2840672434,8.6,-0.569604305,No,-0.714142843,2970,15.718444033,13.374274451,18.062613614,-0.253013032,86.773557769,83.913565948,89.633549591,1.2189436465,85.244360902,,85.295058372,16290,33.6,29.873856327,37.326143673,-0.009242258,37013,North Carolina,Beaufort,920,460.9,428.3,493.5,593.0,,435.5,32.0,79.876191903,54.6,112.8,109.28961749,,73.831387569,37.0,10.364145658,7.3,14.3,,,,12.262640549,11.917240335,12.609430435,12.980614559,12.674013727,13.306883234,14.6,11.3,18.3,90.0,221.6,8150,17.1,1842.1343084,3.8571458958,26.0,18.212129278,7.0,58.0,17.407850941,13.2,22.5,31.521687882,30.627466385,32.400448234,4471,16.535374829,14.390693978,18.68005568,512,4.9689440994,3.5391568653,6.3987313334,8358.08,65.22744999999999,1533:1,22.28,41431,37578.914894,45283.085106,24703.0,26140.0,50023.0,64.345366379,26.967089935,25.090409392,5.1023011378,3.0,8.2,38.0,15.984318542,11.3,21.9,47526,20.847536086,22.667592476,11610,24.428733746,490,1.0310146025,243,0.5112990784,31,0.0652274544,3728,7.844127425,31306,65.871312545,322,0.7155237545,0.2598456066,1.1712019024,52.173547111,31330,65.600201009
8,37015,North Carolina,Bertie,9780.7771398,7977.8501141,11583.704165,0.9948716466,11562.657414,,7051.9051273,23.522774379,22.825316635,24.296149815,1.3710031534,4.2596913614,4.1036359086,4.4112023345,0.8232832347,4.2260451472,4.0583488947,4.3854021114,0.0514624254,,12.276612277,10.5,14.1,2.0758508287,14.269788183,,7.8717201166,19.611678153,18.958726329,20.323062141,0.3859915071,36.9,29.9,44.5,1.3985046747,6.3,1.0368264639,29.5,23.2,35.6,0.7612756546,33.488393948,1.8343222692,12.965180408,12.450552922,13.496444506,-1.627758113,9,34,26.470588235,17.478022286,35.959231627,-0.2750407,201,999.7,1.661858677,39.621230999,33.5,45.8,0.4882880665,45.679886686,,23.0105465,1843,12.609469075,10.941383969,14.277554181,-0.6473235,5.0,24.7537,4040:1,0.9666253225,2.0,10.073540000000001,9927:1,1.2134305091,8.0,40.29415,2482:1,0.9649933264,2358.8,57.88,48.91,66.85,0.2492197312,554,87.906137184,80.098658859,95.713615509,0.0397453887,86.607142857,89.908256881,290,75.517241379,65.515396127,85.519086631,-1.580562125,79.72972973,71.126760563,221.0,85.0,0.1350331975,1952,4777,40.862465983,33.595949066,48.1289829,1.810193383,568,8537,6.653391121,0.8558068548,34.9,25.368085106,44.431914894,1.2236728204,50.864779874,,6.8204613842,63622,13275,4.7926177024,0.1353411157,1602,3665,43.710777626,32.470355165,54.951200087,0.6130148142,57,28.219218773,-3.0,31.666666667,153.79634127,-0.811633243,78,77.108624303,61.0,96.2,-0.091113973,8.4,-0.848822102,No,-0.714142843,1610,21.018276762,16.974843403,25.061710122,1.6471018735,79.994284081,74.621079296,85.367488866,-0.546679411,75.669033315,,85.0,5598,28.4,22.309402864,34.490597136,-0.555375658,37015,North Carolina,Bertie,343,465.0,411.9,518.0,526.3,,386.9,13.0,87.506731287,46.6,149.6,,,,,,,,,,,13.802557115,13.45745149,14.201615286,13.427656403,13.101706776,13.791071337,13.2,10.1,17.1,78.0,440.9,4830,23.5,538.25449253,2.5291537099,,,5.0,36.0,25.120017863,17.6,34.8,38.042143312,37.114650721,39.015781567,1690,15.260971645,13.116290794,17.405652496,166,4.4266666667,2.9968794326,5.8564539007,9906.17,60.44122,1655:1,29.57,33809,29654.276596,37963.723404,26124.0,30957.0,46887.0,98.604480353,17.273768383,17.342014232,9.0711175617,4.8,15.5,10.0,9.8857210645,4.7,18.2,19854,17.648836506,20.816963836,12143,61.161478795,131,0.6598166616,123,0.6195225144,20,0.1007353682,414,2.0852221215,6884,34.67311373,118,0.6073082862,0.0,1.2719678209,48.851616803,17716,83.24405601
