,FIPS,State,County,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Z-Score,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,95% CI - Low.1,95% CI - High.1,Z-Score.1,Physically Unhealthy Days,95% CI - Low.2,95% CI - High.2,Z-Score.2,Mentally Unhealthy Days,95% CI - Low.3,95% CI - High.3,Z-Score.3,Unreliable,% LBW,95% CI - Low.4,95% CI - High.4,Z-Score.4,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,95% CI - Low.5,95% CI - High.5,Z-Score.5,% Obese,95% CI - Low.6,95% CI - High.6,Z-Score.6,Food Environment Index,Z-Score.7,% Physically Inactive,95% CI - Low.7,95% CI - High.7,Z-Score.8,% With Access,Z-Score.9,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Z-Score.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,95% CI - Low.9,95% CI - High.9,Z-Score.11,# Chlamydia Cases,Chlamydia Rate,Z-Score.12,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Z-Score.13,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,95% CI - Low.11,95% CI - High.11,Z-Score.14,# Primary Care Physicians,PCP Rate,PCP Ratio,Z-Score.15,# Dentists,Dentist Rate,Dentist Ratio,Z-Score.16,# Mental Health Providers,MHP Rate,MHP Ratio,Z-Score.17,Preventable Hosp. Rate,Z-Score.18,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,Z-Score.19,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,Z-Score.20,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,Z-Score.21,# Some College,Population,% Some College,95% CI - Low.12,95% CI - High.12,Z-Score.22,# Unemployed,Labor Force,% Unemployed,Z-Score.23,% Children in Poverty,95% CI - Low.13,95% CI - High.13,Z-Score.24,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Z-Score.25,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low.14,95% CI - High.14,Z-Score.26,# Associations,Association Rate,Z-Score.27,Annual Average Violent Crimes,Violent Crime Rate,Z-Score.28,# Injury Deaths,Injury Death Rate,95% CI - Low.15,95% CI - High.15,Z-Score.29,Average Daily PM2.5,Z-Score.30,Presence of violation,Z-Score.31,% Severe Housing Problems,95% CI - Low.16,95% CI - High.16,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Z-Score.32,% Drive Alone,95% CI - Low.17,95% CI - High.17,Z-Score.33,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low.18,95% CI - High.18,Z-Score.34,FIPS,State,County,Life Expectancy,95% CI - Low,95% CI - High,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,95% CI - Low.1,95% CI - High.1,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,95% CI - Low.2,95% CI - High.2,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,95% CI - Low.3,95% CI - High.3,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,95% CI - Low.4,95% CI - High.4,% Frequent Mental Distress,95% CI - Low.5,95% CI - High.5,% Diabetic,95% CI - Low.6,95% CI - High.6,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,95% CI - Low.7,95% CI - High.7,% Insufficient Sleep,95% CI - Low.8,95% CI - High.8,# Uninsured,% Uninsured,95% CI - Low.9,95% CI - High.9,# Uninsured.1,% Uninsured.1,95% CI - Low.10,95% CI - High.10,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,95% CI - Low.11,95% CI - High.11,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,95% CI - Low.12,95% CI - High.12,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low.13,95% CI - High.13,# Homeowners,% Homeowners,95% CI - Low.14,95% CI - High.14,# Households with Severe Cost Burden,% Severe Housing Cost Burden,95% CI - Low.15,95% CI - High.15,Population,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,95% CI - Low.16,95% CI - High.16,% Female,# Rural,% Rural
0,37000,North Carolina,,7611.2331537,7549.6457006,7672.8206069,,,,,17.565970066,16.439338049,18.752485666,,3.5683603874,3.3275962848,3.8091244901,,3.9173984356,3.650855847,4.1839410242,,,9.029236986,8.9679975387,9.0904764332,,,,,17.879854756,16.694583024,19.129953506,,30.2,,,,6.6,,23.0,,,,73.409265163,,16.69451425,15.531792042,17.925806682,,2021.0,6815.0,29.655172414,29.062167419,30.250029585,,58006,577.6,,26.645612424,26.4,26.9,,,,,1023107,12.244776079,12.006478206,12.483073951,,7141.0,70.37695,1421:1,,5718.0,55.6582,1797:1,,23404.0,227.81121000000002,439:1,,4702,,,,,45,,,,,50,,,,,114908,86.3,,1743665,2620852,66.530464139,66.125737443,66.935190835,,224868,4941702,4.5504160308,,21.0,20.165957447,21.834042553,,,,,101083,21242,4.7586385463,,801114,2266974,35.338473225,34.818393521,35.858552928,,11654,11.485407993,,35268.0,351.08690805,,35895,71.425681881,70.7,72.2,,9.8,,,,16.144142092,15.980633281,16.307650903,,,,,81.156677964,81.01986947,81.293486458,,,,,3709128,32.0,31.761702128,32.238297872,,37000,North Carolina,,77.987530411,77.929994801,78.045066021,,,,131511,371.8,369.7,373.8,,,,5325.0,58.011698863,56.5,59.6,,,,6045.0,7.165455039,7.0,7.3,,,,11.253977311,10.348125584,12.228309446,12.333238817,11.313869725,13.430543313,11.0,,,29814.0,354.9,1565910,15.4,642652.34504,6.7395888078,5937.0,19.489210669,9582.0,13.754690817,13.5,14.0,33.800530775,32.370732453,35.260555592,922624,15.135466778,14.77801997,15.492913587,110577,4.6536242692,4.2961774607,5.0110710777,109.62271,912:1,7.3892967441,52797,52198.87234,53395.12766,,,,57.387321453,50.322514272,44.988199345,6.0,5.8,6.2,6557.0,13.0,12.7,13.4,2517896,64.988929745,64.6094962,65.368363289,506193,13.576991215,13.420843704,13.733138725,10273419,22.410708645,15.870519834,2196003,21.375581002,160909,1.56626533,313997,3.0564021578,12752,0.1241261551,972288,9.4641131643,6486100,63.134775288,237709,2.5158169253,2.4589368605,2.5726969901,51.31671355,3233727,33.912566359
1,37001,North Carolina,Alamance,7833.4245698,7338.8027739,8328.0463656,-0.544300613,10945.899742,3432.5647928,7594.3110298,19.646202005,19.083893388,20.245939433,0.2657031912,3.8126944106,3.6670051401,3.959946041,-0.307531432,4.2849389401,4.1248052434,4.4444342272,0.2481729674,,9.3254758302,8.8168583672,9.8340932932,0.0288873449,13.587954462,7.9425113464,8.0811006517,18.790764744,18.166339565,19.410496132,0.0128283394,32.0,27.2,36.8,0.0043144896,7.2,0.1383624439,24.1,20.0,28.3,-0.500778344,79.024819527,-0.687817293,15.6852307,15.098392096,16.264701181,-0.191390763,26.0,97.0,26.804123711,21.591612879,32.194247426,-0.059167486,834,526.9,0.2352898718,25.288485146,23.7,26.8,-0.652968802,34.532000519,48.733568451,17.473326117,17976,13.934775699,12.504988465,15.364562933,0.2100962278,75.0,46.96658,2129:1,0.2106842833,78.0,48.03222,2082:1,-0.210918586,218.0,134.24389,745:1,0.2236639375,4491,-0.253921733,5452.0,1606.0,4423.0,41,0.5755728819,37.0,31.0,42.0,51,-0.605108258,37.0,29.0,53.0,1945,81.3,0.9139540671,23361,38117,61.28761445,58.307761817,64.267467084,-0.327314541,3433,79767,4.3037847732,-0.689897977,20.6,16.429787234,24.770212766,-0.621806091,38.281362265,41.325119437,15.291523236,91166,19897,4.5818967684,-0.18091501,13817,35715,38.686826263,35.396061549,41.977590978,0.1047555989,165,10.332648665,0.7840039889,601.5,381.79810085,0.7531190396,601,76.025426141,69.9,82.1,-0.41126198,10.5,0.9197315024,No,-0.73012117,16.849459745,15.372990892,18.325928598,14.1440846,2.7947030628,0.9911446909,0.3001297375,85.124774607,84.079781219,86.169767996,0.7358247308,82.171083217,71.600432549,86.778754299,61844,31.7,29.900890518,33.499109482,-0.26638811,37001,North Carolina,Alamance,77.40772583,76.963722548,77.851729111,74.266318017,89.235118526,77.654725057,2256,399.9,383.0,416.9,530.46229034,152.02215664,390.30553718,84.0,58.206814355,46.4,72.1,93.660175048,49.259567132,49.025932138,101.0,8.1701989969,6.6,9.8,15.842349304,,6.7901234568,11.931607797,11.623045309,12.278495742,12.947804454,12.656454438,13.2422353,12.0,9.7,15.0,384.0,289.7,22930,14.7,15144.457057,10.020748263,81.0,16.862528755,143.0,13.026811547,10.9,15.2,33.320373975,32.484112174,34.207847863,16335,17.436833509,15.530450531,19.343216488,1816,4.8766078574,3.5659695595,6.1872461552,65.89035,1518:1,7.1831280017,47914,43262.425532,52565.574468,32467.0,36601.0,49859.0,57.806128629,40.540219272,37.58727789,4.6,3.4,6.0,94.0,11.9,9.6,14.6,41213,65.381137463,64.237514786,66.524760141,8838,14.494940383,13.272679079,15.717201688,162391,22.573295318,16.757086292,31842,19.60822952,2335,1.4378875677,2793,1.7199229021,139,0.0855958766,20870,12.851697446,103609,63.802181155,4960,3.3374378436,2.8665834047,3.8082922825,52.370513144,43160,28.558005968
2,37003,North Carolina,Alexander,8854.3413334,7670.7623051,10037.920362,0.0841030665,8028.6800781,,8833.5435109,17.296722571,16.591723115,18.009708003,-0.404187444,3.8940746189,3.7123640024,4.0923724364,-0.101655456,4.1979101674,4.0195887947,4.4124519423,-0.042510926,,8.404040404,7.3109635606,9.4971172475,-0.588347197,12.844036697,,8.6206896552,18.584599128,17.781863996,19.408173274,-0.080888505,30.9,24.5,37.9,-0.274858369,8.1,-0.878601519,28.8,21.5,37.0,0.8668324736,20.175815904,2.1423029722,16.734544239,15.97809601,17.5364523,0.3627165315,7.0,25.0,28.0,17.395502786,39.080617951,0.0698320181,90,241.1,-0.972256554,30.87431694,26.8,34.9,-0.105616523,,32.755298651,30.732484076,3705,12.920662598,11.133428556,14.707896641,-0.255217787,7.0,18.70258,5347:1,1.1366827102,8.0,21.45577,4661:1,0.793080353,16.0,42.91155,2330:1,0.985344111,5367,0.3202533779,9866.0,,5048.0,44,0.0131238116,52.0,,45.0,43,0.7939859803,37.0,22.0,43.0,403,85.1,0.1894244473,3974,9185,43.266194883,37.506114574,49.026275192,1.6470245176,667,18159,3.6731097527,-1.300658097,16.1,11.334042553,20.865957447,-1.210389895,38.144329897,70.124481328,16.605343145,85272,18646,4.5732060496,-0.195965308,2175,7644,28.453689168,21.058741563,35.848636773,-1.001267507,63,16.832318051,-0.984771954,71.5,192.54850741,-0.498811717,154,82.635315329,69.6,95.7,-0.002171712,10.1,0.4716284561,No,-0.73012117,13.733431517,11.013456061,16.453406973,10.06741573,3.0559646539,0.9572901325,-0.838373088,84.909306239,81.23371634,88.584896139,0.6767636597,,,,13622,38.7,34.427218807,42.972781193,0.487642125,37003,North Carolina,Alexander,76.98928299,76.020908655,77.957657326,78.584509018,93.698606042,76.915106417,593,411.3,376.2,446.5,311.75362901,,421.18047523,14.0,45.416207098,24.8,76.2,,,,,,,,,,,11.932488028,11.524857868,12.318871271,12.732454506,12.377919081,13.088855779,11.6,8.6,15.4,51.0,159.7,4830,13.0,1098.8583672,2.9540791634,28.0,24.991297673,45.0,17.287678495,12.6,23.1,33.017130088,31.880378121,34.139627482,3376,15.956139522,13.573160798,18.339118245,358,4.5139326693,3.0841454352,5.9437199033,34.86563,2868:1,9.8115299335,48577,43282.021277,53871.978723,32306.0,31433.0,45992.0,52.24120603,58.363455949,42.781904443,4.6,2.4,8.1,31.0,16.6,11.3,23.6,10382,75.538416764,72.533630342,78.543203185,1115,8.5121001603,6.4986400379,10.525560283,37286,20.372257684,19.860001073,2158,5.7876951134,201,0.5390763289,393,1.0540149118,17,0.0455935204,1790,4.8007294963,32295,86.614278818,485,1.3695535538,0.5117871853,2.2273199222,49.230274098,27072,72.77810635
3,37005,North Carolina,Alleghany,8192.5164744,6086.3632124,10298.669737,-0.323269201,,,,18.872384428,18.07336754,19.668939194,0.0450699989,4.0044298443,3.7984877876,4.214058196,0.1775216322,4.2560637038,4.0368327249,4.472598823,0.1517270924,,8.5457271364,6.424097048,10.667357225,-0.493436644,,,,18.515208358,17.658302167,19.319074744,-0.112431515,28.7,21.8,36.3,-0.833204086,8.2,-0.991597514,25.2,18.3,33.3,-0.180699217,26.615867324,1.8325930552,14.829017046,14.145002011,15.490666876,-0.643528483,1.0,9.0,11.111111111,0.6152007943,32.611691476,-1.751977072,15,138.4,-1.40617894,40.579710145,32.4,50.2,0.8454090866,,69.264069264,38.461538462,1339,16.804718876,14.540889088,19.068548663,1.5269363106,12.0,110.61947,904:1,-1.874740688,2.0,18.13072,5516:1,0.9186934119,22.0,199.43794999999997,501:1,-0.320031939,6646,1.1585752574,,,,43,0.2006068351,,,,55,-1.304655377,,28.0,55.0,100,92.0,-1.12616881,1024,2049,49.975597853,41.781743102,58.169452603,0.9119749676,223,4324,5.1572617946,0.136628699,34.7,26.359574468,43.040425532,1.2224231642,14.0625,72.899728997,25.440976934,74006,16960,4.3635613208,-0.559021091,616,1925,32.0,20.179083976,43.820916024,-0.617973343,16,14.749262537,-0.417903355,14.0,140.20329478,-0.845087661,53,97.187075953,72.8,127.1,0.8984460574,8.7,-1.096732206,No,-0.73012117,13.20754717,9.8732976612,16.541796678,11.721224921,1.4675052411,0.6289308176,-1.030515382,82.173609495,76.189555931,88.157663059,-0.073105946,,,,3531,28.9,23.050770113,34.749229887,-0.568000204,37005,North Carolina,Alleghany,78.198553609,76.379227929,80.017879289,,,,189,392.6,329.3,456.0,,,,,,,,,,,,,,,,,,12.502626757,12.048980266,12.969970928,13.207631638,12.806120365,13.628803205,12.6,9.0,16.9,,,1400,12.9,199.20094999,1.7857548184,,,13.0,16.990576765,9.0,29.1,32.523787912,31.297337836,33.711512721,1198,19.671592775,16.931167243,22.412018307,152,7.6651538074,5.1630261478,10.167281467,54.39217,1839:1,22.671353251,38994,34599.787234,43388.212766,37996.0,22905.0,40612.0,65.281690141,56.240327707,34.734277325,,,,10.0,18.3,8.8,33.7,3558,75.031632223,72.482987288,77.580277158,568,12.544169611,9.0052279275,16.083111295,11031,17.387362886,26.833469314,170,1.5411114133,66,0.5983138428,86,0.7796210679,5,0.0453268063,1064,9.6455443749,9570,86.755507207,127,1.2216237014,0.0,2.5260623944,50.222101351,11155,100.0
4,37007,North Carolina,Anson,10903.792402,9365.6289363,12441.955867,1.3455992417,13147.909358,,9088.2463125,22.883107892,22.151577519,23.643989854,1.1886195228,4.315785837,4.1713925957,4.4734955443,0.9651912622,4.3125344431,4.1655124042,4.4709290326,0.3403444183,,11.880630631,10.375791666,13.385469595,1.7404883506,14.427860697,,8.7149187592,21.851701099,21.102308784,22.640761394,1.4042402636,35.8,28.0,43.3,0.9687298188,6.5,0.9293344147,27.5,21.6,34.2,0.488557141,6.1896986789,2.8149123854,14.799763046,14.219705352,15.42988145,-0.658976539,5.0,24.0,20.833333333,10.557714082,32.675161553,-0.703238287,173,671.6,0.8466683455,42.637862422,37.1,48.2,1.0470861834,53.784860558,68.783068783,23.748064017,2437,13.225158734,11.318775756,15.131541713,-0.115503272,11.0,43.2254,2313:1,0.3332546693,5.0,20.0072,4998:1,0.8478041689,25.0,100.03601,1000:1,0.5089458284,6436,1.0209305391,8404.0,,5391.0,40,0.7630559054,38.0,,41.0,42,0.9688727601,32.0,,47.0,282,83.7,0.4563564125,3202,6848,46.75817757,40.310212968,53.206142172,1.2644598819,560,10545,5.3105737316,0.2850994867,33.0,23.468085106,42.531914894,1.0000692824,44.353640416,45.620437956,8.768373036,76706,15082,5.085930248,0.6919534403,2119,5057,41.902313625,33.928344166,49.876283084,0.4522935322,26,10.21691292,0.8154995294,91.5,427.55011448,1.0557794152,106,82.732353033,67.0,98.5,0.0038340135,10.2,0.5836542177,Yes,1.355939316,16.771819138,13.735488361,19.808149915,12.887700535,2.8916929548,1.3669821241,0.271762199,85.926819461,74.042731563,97.810907359,0.9556696604,81.932130847,,89.384500374,8548,42.9,36.620048499,49.179951501,0.9400602662,37007,North Carolina,Anson,73.993875395,72.814278136,75.173472654,72.648906434,,75.150273385,493,528.5,479.9,577.1,586.3370244,,485.28407893,19.0,93.729959055,56.4,146.4,,,,,,,,,,,13.925666901,13.556741475,14.322929804,13.832081488,13.529263486,14.174890312,14.1,10.6,18.0,90.0,407.2,5590,21.6,979.33157662,3.6341530972,,,38.0,20.984736365,14.9,28.8,37.302080171,36.315422124,38.363946315,2238,16.429305535,13.927177876,18.931433195,219,4.3025540275,2.8727667935,5.7323412615,20.0072,4998:1,,41266,37351.957447,45180.042553,28617.0,32885.0,46696.0,97.579199044,26.129178161,25.832721648,14.9,9.8,21.7,30.0,23.4,15.8,33.4,6267,64.963200995,62.417162072,67.509239919,1131,12.666592004,9.4036395855,15.929544422,24991,19.703093114,17.786403105,12091,48.38141731,243,0.972350046,290,1.1604177504,18,0.0720259293,1018,4.0734664479,11142,44.584050258,236,0.9724740399,0.314379381,1.6305686988,47.769196911,21157,78.510464598
5,37009,North Carolina,Ashe,7317.3771434,5965.0185665,8669.7357202,-0.861942671,,,,16.619604132,15.895118019,17.326848271,-0.597249487,3.8176905895,3.6106893687,4.0218175538,-0.294892078,4.1241248464,3.8980146199,4.3507991452,-0.288960506,,8.3542713568,6.9950351246,9.7135075889,-0.621685588,,6.711409396,8.5374387684,16.949774026,16.143795648,17.712478562,-0.824032066,28.5,22.7,35.0,-0.883962787,8.1,-0.878601519,24.6,18.6,31.7,-0.355287832,58.425277666,0.3028397664,15.925797201,15.19489045,16.613543376,-0.06435566,6.0,22.0,27.272727273,15.970472746,39.207909096,-0.008619091,42,155.4,-1.334351476,34.866624659,29.6,40.2,0.2855872954,,54.441260745,34.136076689,3251,16.132393807,14.106861892,18.157925722,1.2184477642,14.0,51.998219999999996,1923:1,0.0458356372,9.0,33.3865,2995:1,0.3423639102,44.0,163.22291,613:1,-0.018011051,4577,-0.197552943,,,,45,-0.174359212,,,,50,-0.430221478,33.0,11.0,51.0,220,86.8,-0.134707225,3502,5923,59.125443188,51.075629774,67.175256601,-0.090437576,531,12709,4.1781414745,-0.811573822,25.1,17.831914894,32.368085106,-0.033222286,,41.646489104,26.709554444,78292,16394,4.7756496279,0.1546197611,1694,4755,35.625657203,26.269230202,44.982084204,-0.226103226,33,12.256722627,0.2603995508,22.0,81.246768594,-1.235099006,102,75.456065336,60.8,90.1,-0.446500084,8.5,-1.320783729,Yes,1.355939316,13.406873144,10.819262941,15.994483347,12.35042735,1.2728044124,0.2969876962,-0.957687677,79.932289463,76.348786348,83.515792577,-0.687464161,,,,9444,40.8,34.642178253,46.957821747,0.7138511956,37009,North Carolina,Ashe,78.5643866,77.425423877,79.703349323,,,,395,337.9,300.6,375.2,,,,12.0,60.984906236,31.5,106.5,,,,,,,,,,,11.814746923,11.391274242,12.225112573,12.615128271,12.232881175,12.982824966,12.1,8.8,15.9,13.0,55.4,3570,13.2,625.05569917,2.2911759069,13.0,16.069022633,22.0,11.614524491,7.3,17.6,31.904914286,30.66880518,33.07326935,2938,19.099005396,16.596877736,21.601133055,337,6.7118103963,4.5671295453,8.8564912474,74.19223,1348:1,,40611,36277.553191,44944.446809,79063.0,27793.0,40988.0,57.899838449,49.393670723,48.155101816,,,,25.0,18.5,12.0,27.3,8883,74.055856607,68.988574091,79.123139123,1207,10.952813067,8.597187895,13.308438239,26957,17.891456764,24.9360092,204,0.7567607671,105,0.3895092184,153,0.5675705754,11,0.0408057276,1435,5.3232926513,24834,92.124494565,153,0.5969799836,0.0,1.2630317892,50.725229069,23152,84.864924306
6,37011,North Carolina,Avery,8398.5369247,6672.1786145,10124.895235,-0.196457678,,,,17.667823617,16.973938341,18.435548984,-0.298377999,3.9121364252,3.7176768688,4.1095965045,-0.055962627,4.1539980388,3.9478873567,4.3715458695,-0.189181368,,8.7866108787,6.9920131306,10.581208627,-0.332077788,,,,18.80382958,18.023892173,19.663014572,0.0187672309,29.4,22.5,36.8,-0.65554863,8.4,-1.217589506,25.1,18.3,32.8,-0.209797319,100.0,-1.696539271,17.583103315,16.79693402,18.427437854,0.8108121256,2.0,10.0,20.0,5.0508789567,39.285197368,-0.793130182,32,180.9,-1.22661028,22.560335782,18.0,27.9,-0.920298508,,,,2126,18.4853491,16.102370377,20.868327823,2.2980739633,6.0,34.254400000000004,2919:1,0.6271668421,4.0,22.81022,4384:1,0.7419124457,67.0,382.07117,262:1,-1.843129852,4617,-0.171334902,,,,41,0.5755728819,,,,47,0.0944388611,,,,166,94.0,-1.507500189,2446,4578,53.429445173,46.341115481,60.517774864,0.5335882573,335,7697,4.3523450695,-0.642871075,27.5,19.517021277,35.482978723,0.2806890766,,52.962962963,12.849162011,78333,17638,4.4411497902,-0.424655955,890,2626,33.891850724,20.86451513,46.919186317,-0.413497375,35,19.981730989,-1.841831831,30.0,173.82235355,-0.622689648,71,80.474231244,62.9,101.5,-0.135922588,8.5,-1.320783729,No,-0.73012117,11.323529412,8.1098958319,14.537162992,8.7007815956,2.3529411765,0.5147058824,-1.718878704,78.606890326,74.563503288,82.650277365,-1.050763393,,,,5225,34.2,27.349195195,41.050804805,0.0029084023,37011,North Carolina,Avery,77.564221635,76.113820595,79.014622674,,,,281,401.0,351.1,451.0,,,,,,,,,,,,,,,,,,12.233760176,11.838068583,12.674897079,12.925494919,12.553581425,13.320522353,12.7,9.1,16.7,31.0,197.4,2250,12.8,31.961860227,0.1795912807,10.0,18.960580952,11.0,8.9116450897,4.4,15.9,30.920616895,29.831340598,32.114549307,1938,21.714285714,18.73556231,24.693009119,205,7.528461256,5.2646314687,9.7922910432,51.322990000000004,1948:1,,40682,36028.042553,45335.957447,,18136.0,38188.0,58.55626327,,37.096860318,,,,10.0,11.3,5.4,20.8,5176,76.966542751,67.938493941,85.994591561,740,11.633390976,8.2880536455,14.978728307,17536,15.374087591,21.207801095,774,4.4137773723,117,0.6671989051,89,0.5075273723,9,0.0513229927,949,5.4117244526,15502,88.40100365,212,1.2548833906,0.4532972594,2.0564695217,45.466468978,15801,88.784626622
7,37013,North Carolina,Beaufort,10217.933025,9058.4597725,11377.406277,0.9234330361,13641.830605,,9643.8754736,18.668692663,18.082259584,19.243196322,-0.013007209,3.9315979198,3.7742228876,4.0848595218,-0.00672886,4.1316093885,3.9601160003,4.2933455246,-0.263961465,,9.8251959011,8.8123786419,10.83801316,0.3636308116,15.399422522,4.0899795501,8.0727686185,17.995808787,17.358704415,18.65365267,-0.348535332,35.6,29.7,41.6,0.9179711172,7.4,-0.087629548,25.6,20.4,30.9,-0.064306807,53.388890052,0.5450457813,15.577762623,14.984785443,16.153100478,-0.248141051,8.0,42.0,19.047619048,11.410118708,27.765879467,-0.895863778,254,533.0,0.2610632559,34.062735798,30.3,37.8,0.2068147122,48.201187565,57.084607543,22.612595776,4734,13.017653852,11.349568746,14.685738959,-0.210714476,21.0,44.18634,2263:1,0.3017719357,17.0,36.10262,2770:1,0.2397552434,59.0,125.29732,798:1,0.2982752978,3964,-0.59934443,4955.0,3222.0,3627.0,50,-1.111774329,44.0,44.0,52.0,49,-0.255334698,36.0,46.0,52.0,585,82.9,0.608888964,5336,9931,53.730742121,48.5382783,58.923205941,0.5005796294,1032,20100,5.1343283582,0.1144194344,31.1,22.99787234,39.20212766,0.7515561204,45.853043204,30.056980057,8.6662806408,86466,16513,5.2362381154,0.9522516162,3656,9799,37.309929585,31.66370347,42.956155699,-0.044062845,66,13.887135463,-0.18328994,140.0,297.6348658,0.1963593624,247,104.08151226,91.1,117.1,1.3251471286,9.2,-0.536603398,Yes,1.355939316,14.771806643,12.320426568,17.223186719,12.89791438,1.3772616797,0.8101539292,-0.458982104,87.175281731,84.768993305,89.581570158,1.2978800723,86.52546192,,86.049522576,16477,33.1,29.311513475,36.888486525,-0.115582063,37013,North Carolina,Beaufort,75.682023577,74.787075241,76.576971913,72.339695684,,76.368966701,914,466.1,432.6,499.7,632.39758269,,436.47493052,34.0,85.754640839,59.4,119.8,118.95658085,,70.011668611,35.0,10.112684195,7.0,14.1,,,,12.262640549,11.917240335,12.609430435,12.980614559,12.674013727,13.306883234,12.6,9.5,15.9,90.0,221.6,7700,16.2,1842.1343084,3.8571458958,39.0,27.413629494,62.0,18.645943605,14.3,23.9,31.521687882,30.627466385,32.400448234,4249,15.914453725,13.769772874,18.059134576,528,5.1683633516,3.6194271814,6.7172995218,59.46313,1682:1,7.4943566591,43497,38001.851064,48992.148936,23896.0,22437.0,53130.0,71.915938865,27.790919851,28.106472434,4.2,2.3,7.1,46.0,19.4,14.2,25.9,13439,70.813573612,68.64972809,72.977419133,2658,14.904115734,12.53722791,17.271003558,47088,20.519028203,23.313795447,11554,24.537037037,486,1.0321100917,237,0.503312946,33,0.0700815494,3695,7.8470098539,30966,65.761977574,511,1.139048638,,,52.327556915,31330,65.600201009
