,FIPS,State,County,# Deaths,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Z-Score,% Fair/Poor,95% CI - Low.1,95% CI - High.1,Z-Score.1,Physically Unhealthy Days,95% CI - Low.2,95% CI - High.2,Z-Score.2,Mentally Unhealthy Days,95% CI - Low.3,95% CI - High.3,Z-Score.3,Unreliable,# Low Birthweight Births,# Live Births,% LBW,95% CI - Low.4,95% CI - High.4,Z-Score.4,% Smokers,95% CI - Low.5,95% CI - High.5,Z-Score.5,% Obese,95% CI - Low.6,95% CI - High.6,Z-Score.6,Food Environment Index,Z-Score.7,% Physically Inactive,95% CI - Low.7,95% CI - High.7,Z-Score.8,% With Access,Z-Score.9,% Excessive Drinking,95% CI - Low.8,95% CI - High.8,Z-Score.10,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,95% CI - Low.9,95% CI - High.9,Z-Score.11,# Chlamydia Cases,Chlamydia Rate,Z-Score.12,Teen Births,Teen Population,Teen Birth Rate,95% CI - Low.10,95% CI - High.10,Z-Score.13,# Uninsured,% Uninsured,95% CI - Low.11,95% CI - High.11,Z-Score.14,# Primary Care Physicians,PCP Rate,PCP Ratio,Z-Score.15,# Dentists,Dentist Rate,Dentist Ratio,Z-Score.16,# Mental Health Providers,MHP Rate,MHP Ratio,Z-Score.17,# Medicare Enrollees,Preventable Hosp. Rate,95% CI - Low.12,95% CI - High.12,Z-Score.18,Preventable Hosp. Rate (white),Preventable Hosp. Rate (black),# Diabetics,% Receiving HbA1c,95% CI - Low.13,95% CI - High.13,Z-Score.19,% Receiving HbA1c (white),% Receiving HbA1c (black),# Medicare Enrollees.1,% Mammography,95% CI - Low.14,95% CI - High.14,Z-Score.20,% Mammography (white),% Mammography (black),Cohort Size,Graduation Rate,Z-Score.21,# Some College,Population,% Some College,95% CI - Low.15,95% CI - High.15,Z-Score.22,# Unemployed,Labor Force,% Unemployed,Z-Score.23,% Children in Poverty,95% CI - Low.16,95% CI - High.16,Z-Score.24,% Children in Poverty - Black,% Children in Poverty - Hispanic,% Children in Poverty - White,80th Percentile Income,20th Percentile Income,Income Ratio,Z-Score.25,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low.17,95% CI - High.17,Z-Score.26,# Associations,Association Rate,Z-Score.27,# Violent Crimes,Violent Crime Rate,Z-Score.28,# Injury Deaths,Injury Death Rate,95% CI - Low.18,95% CI - High.18,Z-Score.29,Average Daily PM2.5,Z-Score.30,Presence of violation,Z-Score.31,# Households with Severe Problems,% Severe Housing Problems,95% CI - Low.19,95% CI - High.19,Z-Score.32,% Drive Alone,95% CI - Low.20,95% CI - High.20,Z-Score.33,% Drive Alone - Black,% Drive Alone - Hispanic,% Drive Alone - White,# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low.21,95% CI - High.21,Z-Score.34,FIPS,State,County,# Deaths,Age-Adjusted Mortality,95% CI - Low,95% CI - High,# Deaths.1,Child Mortality Rate,95% CI - Low.1,95% CI - High.1,# Deaths.2,Infant Mortality Rate,95% CI - Low.2,95% CI - High.2,% Frequent Physical Distress,95% CI - Low.3,95% CI - High.3,% Frequent Mental Distress,95% CI - Low.4,95% CI - High.4,% Diabetic,95% CI - Low.5,95% CI - High.5,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,95% CI - Low.6,95% CI - High.6,% Insufficient Sleep,95% CI - Low.7,95% CI - High.7,# Uninsured,% Uninsured,95% CI - Low.8,95% CI - High.8,# Uninsured.1,% Uninsured.1,95% CI - Low.9,95% CI - High.9,Costs,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,95% CI - Low.10,95% CI - High.10,Household Income (white alone),Household Income (black alone),Household income (Hispanic),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,95% CI - Low.11,95% CI - High.11,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low.12,95% CI - High.12,Population,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,95% CI - Low.13,95% CI - High.13,% Female,# Rural,% Rural
0,37000,North Carolina,,119253,7228.1,7168.2,7288.1,,18.499971928,17.403016497,19.649622039,,3.9773734515,3.7261289708,4.2286179322,,3.7430495847,3.4914935863,3.9946055831,,,77007,859671,8.9577291778,8.9,9.0,,18.993391669,17.788155922,20.260163774,,29.747817876,,,,6.8,,24.043500676,,,,75.406730839,,14.941633555,13.881646918,16.067458363,,2096,6481,32.340688165,31.73889744,32.943540895,,47147,478.7,,79985,2235239,35.783645507,35.5,36.0,,1254138,15.166541502,14.809094694,15.523988311,,7051.0,70.90734,1410:1,,5324.0,53.01309,1886:1,,20490.0,204.02672,490:1,,946441,49.03,48.59,49.48,,48.1,62.12,131556,88.84581471,88.336461288,89.355168132,,0.8919148936,0.8770078017,87790,67.922314614,67.377134777,68.467494451,,0.6816044147,0.6669011113,109787.0,86.106273967,,1682145,2589269,64.966019367,64.552454311,65.379584422,,273773,4769251,5.7403772626,,23.4,22.685106383,24.114893617,,,,,94509,19790,4.7755937342,,818560,2261660,36.192884872,35.677055072,36.708714672,,11472,11.536646754,,33643.666667,341.62831242,,32214,65.418036565,64.7,66.1,,9.05,,,,617270,16.613085762,16.440391407,16.785780117,,81.097814995,80.892379651,81.303250338,,,,,3537155,30.9,30.661702128,31.138297872,,37000,North Carolina,,122715,363.1,361.0,365.2,5289.0,57.801699407,56.2,59.4,6653.0,7.6445518923,7.5,7.8,12.49035992,11.56503422,13.47843765,11.944597828,10.960981716,13.003590696,10.967672771,,,26770.0,326.3,1764800,17.7,622382.1063,6.5101137305,4184.0,14.023879342,9311.0,13.646820034,13.4,13.9,32.4,31.0,33.7,1136068,18.882225842,18.524779033,19.23967265,131084,5.5434303178,5.0668345732,6.0200260625,9069.11,93.65912,1068:1,14.998799191,47884,47271.574468,48496.425532,52157,32798.0,34708.0,57.232519669,50.409365427,45.012794113,5.7,5.5,5.8,6047.0,12.3,12.0,12.6,10042802,22.808056955,15.103593599,2146293,21.371455894,156173,1.5550739724,284153,2.8294195186,12395,0.1234217303,916742,9.1283488413,6404363,63.770678741,246647,2.6710271413,2.6095948519,2.7324594306,51.288246049,3233727,33.912566359
1,37001,North Carolina,Alamance,2066,7993.0,7471.1,8514.9,-0.052322775,18.705402026,18.210993,19.203678829,-0.049213925,3.9873985188,3.838956023,4.1442856792,-0.353877371,3.857657683,3.7232288256,3.9883148454,-0.219766525,,1218,12729,9.5687013905,9.1,10.1,0.2346289348,19.25290741,18.746960063,19.891125253,0.1557047898,35.1,31.0,39.2,0.8839481366,6.5,0.3673347336,24.9,21.5,28.5,-0.459128114,84.383084873,-0.870138559,15.240918584,14.733043392,15.827575245,0.2149020848,25,84,29.761904762,24.146677361,35.48629066,-0.000343765,628,406.8,0.0482969485,1360,39641,34.307913524,32.5,36.1,-0.556492728,21046,16.522865554,14.973929384,18.071801725,0.0528732754,79.0,50.70864,1972:1,0.1222018755,74.0,46.753769999999996,2139:1,-0.270799749,191.0,120.67528,829:1,0.2185176173,11068,40.92,37.21,44.63,-0.934519797,42.08,38.31,1426,88.499298738,83.616529236,93.38206824,-0.076620422,0.888986014,0.8687943262,948,67.827004219,62.584325786,73.069682653,-0.143435196,0.675,0.6959459459,1835.0,82.611989101,0.6975212534,22188,37816,58.673577322,55.636799893,61.710354751,-0.169140275,4123,77083,5.3487798866,-0.776371336,26.1,22.04893617,30.15106383,-0.225237202,39.226088313,44.331930563,18.994089086,86450,18214,4.7463489623,0.0769244483,14318,35504,40.327850383,36.494414119,44.161286647,0.2308974126,169,10.847797063,0.6591889356,615.0,396.39484794,0.808621875,498,64.203636401,58.6,69.8,-0.765499481,9.3,0.4076579831,Yes,0.9,10240,17.026937147,15.636430545,18.417443749,0.1491297856,83.100544683,82.01067355,84.190415816,0.2854541832,84.495739224,66.967589167,85.157717789,58128,31.5,29.677371748,33.322628252,-0.187658698,37001,North Carolina,Alamance,2122,394.2,377.1,411.4,95.0,66.693344004,54.0,81.5,98.0,7.543684089,6.1,9.1,12.376857706,12.066750164,12.68588424,12.09464174,11.847819884,12.341218931,10.9,9.0,13.2,348.0,268.6,24200,15.7,17081.41034,11.302386896,55.0,11.740947729,129.0,11.980585879,9.9,14.0,33.2,32.4,34.0,19187,20.790802505,18.76527059,22.81633442,2069,5.6132830516,4.3026447538,6.9239213495,8892.76,58.12631,1720:1,12.76,41566,38480.042553,44651.957447,46497,31451.0,31018.0,56.565656566,41.811494763,36.350526431,4.0,2.9,5.4,75.0,9.7,7.6,12.1,158276,22.748869064,16.40615128,30066,18.995931158,2260,1.4278854659,2759,1.7431575223,116,0.0732896965,19651,12.415653668,102844,64.977634006,4723,3.2342890796,2.7724794281,3.696098731,52.38065152,43160,28.558005968
2,37003,North Carolina,Alexander,528,7297.2,6348.1,8246.2,-0.477097724,17.15912531,16.493059899,17.771337423,-0.507995839,3.9837044797,3.7676524267,4.1817314952,-0.362481573,3.81038196,3.6361312224,3.9791846616,-0.402565726,,208,2595,8.0154142582,7.0,9.1,-0.730828552,18.510660143,17.741480779,19.251364995,-0.172300433,34.0,27.5,40.2,0.6128739938,7.9,-1.163226657,26.1,20.5,32.1,-0.148731643,21.904403463,2.0609558843,15.229349894,14.485304235,15.948358509,0.2085043705,7,33,21.212121212,12.389516214,31.120730975,-0.884907037,71,192.3,-0.927743702,280,7529,37.189533803,32.8,41.5,-0.315550482,4743,16.24148204,14.454247997,18.028716082,-0.072390027,7.0,18.720579999999998,5342:1,1.1785644548,6.0,16.07502,6221:1,0.9854439568,14.0,37.50837,2666:1,0.9603392561,4143,55.52,48.15,62.89,0.0994133835,52.1,,626,89.616613419,82.200725306,97.032501531,-0.295814043,0.8946459413,0.914893617,356,66.292134831,57.834244008,74.750025655,0.1433962869,0.6557863501,0.7894736842,422.0,87.0,-0.336060177,4111,9116,45.096533567,38.812632479,51.380434656,1.2747838713,873,17546,4.9754929899,-1.042735494,22.3,17.295744681,27.304255319,-0.755864213,,31.902718169,25.912183055,77510,16569,4.6780131571,-0.038336506,2354,7870,29.911054638,21.800282859,38.021826417,-0.89676702,63,16.848523748,-0.952423849,48.333333333,130.3792688,-0.968030048,157,84.596442639,71.4,97.8,0.5444283534,9.6,0.8264846781,No,-1.1,1975,14.007092199,11.271730912,16.742453485,-0.88605794,86.865671642,85.391123804,88.340219479,1.2164043444,,,83.64200835,13677,36.0,31.800950764,40.199049236,0.280188472,37003,North Carolina,Alexander,533,373.6,340.5,406.8,,,,,,,,,12.111186272,11.697750984,12.479921752,11.810409176,11.487707452,12.117996729,11.6,8.9,15.0,34.0,108.4,5100,13.7,844.50308254,2.2702916354,29.0,25.974723907,48.0,18.473048592,13.6,24.5,29.3,28.3,30.4,4336,20.181521992,17.798543269,22.564500715,451,5.5419021873,4.1121149532,6.9716894213,9354.37,29.470860000000002,3393:1,15.7,41092,36942.042553,45241.957447,39393,44750.0,34338.0,50.694312345,45.566859569,36.366039964,4.2,2.1,7.6,29.0,15.6,10.5,22.4,37325,20.723375754,19.472203617,2145,5.7468184863,175,0.4688546551,382,1.0234427328,15,0.0401875419,1670,4.474212994,32555,87.220361688,165,0.4681382285,0.0716904538,0.8645860032,49.052913597,27072,72.77810635
3,37005,North Carolina,Alleghany,165,7018.2,5178.4,8858.0,-0.647422834,18.131600237,17.463175896,18.824535687,-0.219461514,4.193420224,3.9654093906,4.4188639711,0.1259909691,3.9636047193,3.7700552728,4.1476670364,0.1898947651,,56,673,8.3209509658,6.2,10.4,-0.540919877,18.587556876,17.847562111,19.324947187,-0.138319129,27.1,20.7,33.7,-1.087500175,7.9,-1.163226657,29.9,22.2,38.6,0.8341905176,72.675930076,-0.320914798,13.894628896,13.277134964,14.499469092,-0.529622733,3,9,33.333333333,15.033196463,51.316206796,0.3691573491,14,128.0,-1.220328382,113,2178,51.882460973,42.3,61.4,0.9129760146,1713,20.951565558,18.806884707,23.096246409,2.0243945642,12.0,110.30426,907:1,-1.845863426,2.0,18.45529,5419:1,0.8879756644,22.0,203.00821,493:1,-0.515865306,1754,73.56,60.81,86.3,1.3769582174,,,245,91.428571429,79.455267791,100.0,-0.651282062,,,153,68.62745098,55.500638234,81.754263726,-0.293020127,,,103.0,87.5,-0.45383352,1070,2281,46.909250329,38.999110245,54.819390413,1.0820007038,277,4484,6.1775200714,-0.185012026,35.9,28.155319149,43.644680851,1.1432219309,,34.699453552,22.485207101,73839,16479,4.4807937375,-0.370983476,631,2004,31.487025948,21.415015355,41.559036541,-0.726161122,19,17.464840518,-1.1179478,15.0,137.47594171,-0.920633134,45,82.366292053,60.1,110.2,0.4011750761,8.3,-0.988431,No,-1.1,635,13.242961418,9.7958346517,16.690088185,-1.147998145,82.102747909,76.220676149,87.984819669,0.0387429628,,,83.25415677,3436,30.8,24.569980239,37.030019761,-0.260434925,37005,North Carolina,Alleghany,178,388.5,325.0,452.1,,,,,,,,,13.087050826,12.650518815,13.509236353,12.505447788,12.149490635,12.839035725,12.8,8.9,16.8,,,1550,14.1,152.01323988,1.3627363504,,,16.0,20.80245469,11.9,33.8,29.8,28.7,30.9,1520,24.38633082,21.645905288,27.126756352,211,10.232783705,7.6115071094,12.854060301,9962.74,46.13823,2167:1,30.3,36113,31711.638298,40514.361702,38681,,18059.0,85.5788761,67.827411168,42.603195921,,,,13.0,23.8,12.7,40.7,10837,17.846267417,25.154563071,168,1.5502445326,60,0.5536587616,94,0.8673987266,4,0.0369105841,1046,9.6521177448,9385,86.601457968,154,1.4763685169,0.2169105227,2.7358265112,50.207622036,11155,100.0
4,37007,North Carolina,Anson,442,10238.2,8707.7,11768.7,1.3183364911,23.997470299,23.365173143,24.640272255,1.5209482511,4.5603277292,4.3851407166,4.7315197458,0.9805965324,4.0230781031,3.886808989,4.1592914859,0.4198581876,,214,1888,11.334745763,9.9,12.8,1.3323273103,21.868419155,21.172771804,22.58675792,1.3115211207,34.6,27.8,41.9,0.7607326171,6.0,0.9139638016,29.3,23.6,35.6,0.6789922818,5.9336499926,2.8102000375,13.067318867,12.557395326,13.65395641,-0.987141538,7,30,23.333333333,13.904355358,33.676700895,-0.665445769,167,638.4,1.1021478325,293,5781,50.68327279,44.9,56.5,0.8127077399,3240,16.696727648,14.671195733,18.722259562,0.130271342,11.0,42.69358,2342:1,0.3868884916,6.0,23.29283,4293:1,0.6898865902,22.0,85.40704,1171:1,0.5330987536,3013,51.41,43.71,59.12,-0.191645889,50.68,65.86,524,87.595419847,79.581755886,95.609083809,0.1007015895,0.9016949153,0.8427947598,263,60.456273764,51.059064784,69.853482744,1.2339833417,0.5986394558,0.6120689655,275.0,85.0,0.1350331975,3035,6861,44.235534179,38.532703419,49.938364939,1.3663515078,711,10853,6.5511840044,0.0816211714,35.6,27.021276596,44.178723404,1.1013303248,46.317280453,,17.577548006,66901,13926,4.8040356168,0.1742236435,2832,5383,52.610068735,45.401884303,59.818253166,1.5605021323,27,10.479332428,0.7581473364,119.0,513.64689294,1.5917191355,107,81.901335681,66.4,97.4,0.3713086964,9.5,0.6868757797,No,-1.1,1565,16.159008776,12.769910178,19.548107375,-0.148391713,83.638242894,79.276355201,88.000130587,0.4184032821,77.541445105,,90.638491252,8092,35.6,30.291517077,40.908482923,0.2386020569,37007,North Carolina,Anson,456,495.1,448.2,542.1,26.0,121.85405633,79.6,178.5,,,,,14.490859386,14.140312231,14.84549987,13.114555518,12.850225484,13.373412325,14.9,11.3,18.7,98.0,441.3,5840,22.2,825.28447672,3.0625073353,,,44.0,23.846945965,17.3,32.0,37.9,37.1,38.8,2963,20.798820722,18.177544126,23.420097317,300,5.5279159757,3.9789798055,7.0768521459,9069.08,19.41069,5152:1,24.51,35307,31338.148936,39275.851064,43388,25400.0,29211.0,76.432217811,23.729874699,23.31466524,11.4,7.0,17.4,22.0,16.8,10.6,25.5,25759,19.81443379,16.980472844,12533,48.654839085,214,0.8307775923,276,1.0714701658,17,0.0659963508,964,3.7423813036,11559,44.873636399,224,0.9039912829,0.3129095118,1.4950730541,47.428083388,21157,78.510464598
5,37009,North Carolina,Ashe,406,8760.8,7308.1,10213.5,0.4164070419,17.032330259,16.367143687,17.680468878,-0.545616063,3.9995534223,3.7789120741,4.207815921,-0.325566017,3.8921285867,3.707229018,4.0681919359,-0.08647922,,148,1750,8.4571428571,7.2,9.8,-0.456268766,17.407888659,16.643163641,18.182117719,-0.659624297,29.1,23.1,35.6,-0.594638097,7.7,-0.944575029,23.8,18.1,30.2,-0.743658213,63.183167772,0.1244240314,14.544399695,13.803811231,15.215682994,-0.170286633,5,24,20.833333333,10.557714082,32.675161553,-0.924096549,20,73.7,-1.467410001,215,4593,46.810363597,40.6,53.1,0.4888803971,4104,19.844301533,17.699620682,21.988982384,1.5314746112,13.0,47.9245,2087:1,0.2141442516,7.0,25.90674,3860:1,0.5828515094,38.0,140.63657,711:1,0.0404694303,4124,79.94,71.18,88.7,1.8287728538,,,511,92.563600783,84.221686142,100.0,-0.873950929,,,340,65.588235294,56.979693628,74.19677696,0.2749387816,,,222.0,86.0,-0.10051349,3224,6045,53.333333333,46.327568156,60.339098511,0.3987968537,743,12326,6.0279084861,-0.291769494,31.8,25.127659574,38.472340426,0.570703314,,62.899262899,27.189048855,72583,15858,4.5770588977,-0.208614507,1411,4780,29.518828452,22.47891665,36.558740253,-0.939227247,34,12.534100125,0.2062991912,21.333333333,78.319076814,-1.315727129,101,74.51839719,60.0,89.1,-0.102932883,8.2,-1.128039898,Yes,0.9,1840,15.540540541,12.579511478,18.501569603,-0.360399527,80.303956677,75.547013771,85.060899584,-0.406018928,,,81.169439888,9194,38.1,32.647715519,43.552284481,0.4985171515,37009,North Carolina,Ashe,414,372.4,333.0,411.8,12.0,59.668837949,30.8,104.2,,,,,12.216967214,11.805704387,12.615287321,12.034962276,11.701044666,12.349645971,11.5,8.4,15.1,9.0,38.2,3940,14.5,679.09043632,2.4892431961,17.0,20.910980725,26.0,13.686947916,8.9,20.1,29.9,28.8,31.0,3732,23.744989502,21.00456397,26.485415034,407,7.7686581409,5.6239772898,9.9133389919,9551.96,66.61732,1501:1,18.09,35238,31514.595745,38961.404255,36623,13750.0,21836.0,61.018518519,,36.021391204,,,,21.0,15.5,9.6,23.7,27020,18.25684678,24.056254626,196,0.725388601,85,0.3145817913,157,0.5810510733,12,0.044411547,1439,5.325684678,24923,92.239082161,235,0.9110292692,0.1819625048,1.6400960337,50.32938564,23152,84.864924306
6,37011,North Carolina,Avery,250,6588.5,5201.1,7976.0,-0.909747921,18.00812211,17.308814912,18.721918981,-0.256097603,4.1003047993,3.8869940292,4.3197027167,-0.090894646,3.8031390089,3.6367730672,3.9740826559,-0.430571763,,78,1039,7.5072184793,5.9,9.1,-1.046701522,18.455382219,17.719867363,19.262227436,-0.196728206,26.0,20.0,32.8,-1.358574318,8.0,-1.27255247,23.8,17.5,30.5,-0.743658213,100.0,-1.602782912,15.975704846,15.253518216,16.755202733,0.6212534168,4,13,30.769230769,15.745057121,46.070203667,0.1038744982,7,39.5,-1.623030468,95,3857,24.630541872,19.9,30.1,-1.365651267,2459,20.689945309,18.426115522,22.953775096,1.9079292608,6.0,33.75907,2962:1,0.6819384851,3.0,16.959690000000002,5896:1,0.9492179659,62.0,350.50031,285:1,-1.831446688,2924,87.71,76.75,98.67,2.3790235943,,,319,85.26645768,75.133182412,95.399732948,0.5575949414,,,264,60.984848485,51.564540917,70.405156053,1.1352049882,0.6098484848,,187.0,91.657754011,-1.433178703,2503,4561,54.878316159,46.951589997,62.80504232,0.2344872995,454,7610,5.9658344284,-0.336063318,29.9,22.274468085,37.525531915,0.3053898086,,64.957264957,12.014863749,78774,17699,4.4507599299,-0.421641038,624,2786,22.3977028,13.23393461,31.561470989,-1.710120746,35,19.692792438,-1.716307962,24.333333333,138.50941105,-0.913730849,67,75.807291077,58.7,96.3,-0.020141041,8.3,-0.988431,Yes,0.9,945,13.27247191,9.9063457815,16.638598039,-1.137882096,79.744769254,75.180448044,84.309090463,-0.544281364,,,80.705275229,5374,36.1,29.405356424,42.794643576,0.2905850758,37011,North Carolina,Avery,255,365.5,318.2,412.7,,,,,,,,,12.269376433,11.85548851,12.683849185,11.684287315,11.380572014,11.982987478,11.1,8.4,14.5,7.0,44.0,2560,14.4,0.0,0.0,,,11.0,8.8635338104,4.4,15.9,30.2,29.2,31.3,2243,24.516340584,21.656766116,27.375915052,239,8.2556131261,6.110932275,10.400293977,9782.74,62.185539999999996,1608:1,,37120,32722.212766,41517.787234,38525,,20139.0,61.349437734,,24.947714974,,,,13.0,14.7,7.8,25.2,17689,15.506812143,20.866074962,763,4.3134151167,94,0.5314036972,85,0.4805246198,9,0.0508790774,852,4.8165526598,15782,89.219288824,172,1.011883751,0.3277136106,1.6960538915,45.508508112,15801,88.784626622
7,37013,North Carolina,Beaufort,844,9626.8,8546.5,10707.2,0.9450864131,18.823719167,18.278600168,19.346552871,-0.014109106,4.1371208886,3.9675568568,4.3047364704,-0.005142149,3.8944999937,3.7480823411,4.0311140772,-0.077309793,,359,3630,9.8898071625,8.9,10.9,0.4342146813,18.017997476,17.386703479,18.604000876,-0.390012151,33.0,27.3,39.0,0.3664429549,6.7,0.1486831065,26.9,21.7,32.5,0.0581993384,55.369668544,0.4909827303,13.843131256,13.276625294,14.359899794,-0.558101947,17,48,35.416666667,27.981722794,42.769018936,0.5846996654,212,446.7,0.2298541604,479,9476,50.548754749,46.0,55.1,0.8014602208,5791,15.588156124,13.920071017,17.25624123,-0.363230669,25.0,52.53756,1903:1,0.0618040101,17.0,35.67606,2803:1,0.1828139671,47.0,98.63382000000001,1014:1,0.4151202417,7517,45.55,40.66,50.44,-0.606635508,42.3,67.71,1156,88.667820069,83.239565958,94.096074181,-0.10968076,0.89125,0.8764044944,792,72.853535354,66.908987926,78.798082781,-1.082777261,0.7330097087,0.7126436782,523.0,84.0,0.3705798846,5560,9908,56.116269681,50.905068739,61.327470623,0.102830437,1335,20144,6.6272835584,0.1359230871,33.3,26.031914894,40.568085106,0.7801613445,46.129238644,26.263345196,13.689482471,80649,16347,4.9335657919,0.3927002028,3917,10015,39.111333,32.020121159,46.202544842,0.0992039997,66,13.869916991,-0.152460614,154.33333333,328.74183471,0.3567842177,218,91.635911189,79.5,103.8,0.9966072094,8.6,-0.569604305,No,-1.1,3165,16.428756813,13.937843371,18.919670255,-0.055923437,86.447738585,84.881030509,88.014446661,1.1130678962,83.79814077,,86.022568157,15979,31.9,28.27426831,35.52573169,-0.146072283,37013,North Carolina,Beaufort,854,436.4,404.5,468.2,33.0,81.652851664,56.2,114.7,28.0,7.3859140069,4.9,10.6,12.878766758,12.545899778,13.208570679,12.217332841,11.95019737,12.468216222,13.4,10.5,16.9,111.0,276.1,8540,17.9,2430.1742137,5.0884110089,26.0,18.220042046,65.0,19.511199428,15.1,24.9,32.3,31.5,33.1,5152,18.909891723,16.765210872,21.054572574,705,6.7470571347,4.9598230921,8.5342911772,8049.12,60.85916,1643:1,22.28,41725,37820.489362,45629.510638,46998,25176.0,26533.0,62.776151184,25.727770435,24.856882649,5.4,3.2,8.5,39.0,16.4,11.7,22.4,47651,20.996411408,22.133848188,11747,24.652158402,454,0.9527606976,274,0.5750141655,33,0.0692535309,3708,7.7815785608,31285,65.654445867,234,0.5202312139,,,51.929655201,31330,65.600201009
8,37015,North Carolina,Bertie,306,9097.5,7432.1,10762.8,0.6219570931,23.859942452,23.181125008,24.567152005,1.4801435953,4.5948731447,4.4129259007,4.7906416823,1.0610601475,4.035941951,3.8903701324,4.1909364217,0.4695983289,,178,1414,12.588401697,10.9,14.3,2.1115467368,21.47103124,20.774288029,22.160593349,1.1359121054,35.5,28.6,42.3,0.9825205521,5.4,1.5699186831,30.5,24.6,37.5,0.9893887534,29.038624189,1.7262645263,12.499621096,11.994759335,13.001868167,-1.30108963,8,32,25.0,15.779586599,34.894035223,-0.493011916,105,516.1,0.5456454011,212,4362,48.601558918,42.1,55.1,0.6386484377,2157,14.396315825,12.728230718,16.064400931,-0.893801383,5.0,24.8682,4021:1,0.9755476696,2.0,9.90148,10100:1,1.2382399487,8.0,39.60592,2525:1,0.9416298064,3154,53.42,46.02,60.83,-0.049303033,62.12,60.77,554,87.906137184,80.098658859,95.713615509,0.0397453887,0.8990825688,0.8660714286,290,75.517241379,65.515396127,85.519086631,-1.580562125,0.7112676056,0.7972972973,221.0,85.0,0.1350331975,1759,4538,38.761568973,32.034371277,45.488766669,1.9485099421,627,8630,7.2653534183,0.591226883,35.9,26.844680851,44.955319149,1.1432219309,48.813559322,,8.4534101825,68161,13547,5.0314460766,0.5577933776,1810,3820,47.382198953,34.55405175,60.210346155,0.9945619953,56,27.852382373,-3.907725794,31.666666667,153.79634127,-0.811633243,81,79.274976511,63.0,98.5,0.2026050398,8.4,-0.848822102,No,-1.1,1440,18.872870249,15.336646383,22.409094115,0.7819064092,80.78817734,77.231975366,84.344379314,-0.286292473,76.981879955,,84.694835681,5740,29.7,23.598922907,35.801077093,-0.374797566,37015,North Carolina,Bertie,319,430.3,379.7,481.0,13.0,84.158736324,44.8,143.9,25.0,16.835016835,10.7,24.6,14.349233386,13.983968815,14.744489066,13.020508925,12.725618238,13.317912091,14.2,10.6,18.0,69.0,392.0,5050,24.4,1010.4419157,4.7478710445,,,38.0,26.265949652,18.6,36.1,38.6,37.7,39.6,1992,17.622080679,15.477399828,19.76676153,184,4.6950752743,3.5035859126,5.886564636,9526.04,54.45813999999999,1836:1,29.57,31967,29669.808511,34264.191489,44634,24440.0,30880.0,91.833758658,16.541720994,16.215934665,,,,,,,,20199,18.139511857,20.129709392,12350,61.141640675,116,0.5742858557,137,0.6782513986,23,0.1138670231,355,1.7575127482,7050,34.902717956,107,0.5455843361,0.0,1.1516854733,48.962819942,17716,83.24405601
